Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location
2020,56,101206,101206,188 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Heros Rooftop Bar,Level 2 & Rooftop 188 Bourke Street MELBOURNE VIC 3000,302,144.967613919,-37.81269744,"-37.81269744, 144.967613919"
2020,57,101214,101214,146-150 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),FM Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,100,144.968738686,-37.81235798,"-37.81235798, 144.968738686"
2020,58,101236,101236,12 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Angel Music Bar,12 Bourke Street MELBOURNE VIC 3000,125,144.972508568,-37.81124835,"-37.81124835, 144.972508568"
2020,58,105657,105657,21 Liverpool Street MELBOURNE VIC 3000,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,21 Liverpool Street MELBOURNE VIC 3000,164,144.971263947,-37.81118056,"-37.81118056, 144.971263947"
2020,58,105829,105829,37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Juliet Melbourne,Basement 37-41 Little Bourke Street MELBOURNE VIC 3000,100,144.971505892,-37.81083595,"-37.81083595, 144.971505892"
2020,58,105831,105831,47-55 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bodega Underground,"Shop 2, 47-55 Little Bourke Street MELBOURNE VIC 3000",60,144.971109237,-37.81101377,"-37.81101377, 144.971109237"
2020,61,105308,105308,203-207 King Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Humbug,586 Little Bourke Street MELBOURNE VIC 3000,30,144.954969056,-37.81538904,"-37.81538904, 144.954969056"
2020,64,104659,104659,67-73 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Charlie's Bar,Basement 67 Hardware Lane MELBOURNE VIC 3000,143,144.960907988,-37.81323451,"-37.81323451, 144.960907988"
2020,64,104659,104659,67-73 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),The Mill,Ground 67 Hardware Lane MELBOURNE VIC 3000,119,144.960907988,-37.81323451,"-37.81323451, 144.960907988"
2020,64,105700,105700,359-363 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,200,144.961875559,-37.81275051,"-37.81275051, 144.961875559"
2020,64,105704,105704,377-381 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Trapt Bar & Escape Rooms,"Unit 1, 377 Lonsdale Street MELBOURNE VIC 3000",331,144.961464811,-37.81291055,"-37.81291055, 144.961464811"
2020,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,118,144.963127603,-37.81292437,"-37.81292437, 144.963127603"
2020,66,105691,105691,209-211 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Boilermaker House,209-211 Lonsdale Street MELBOURNE VIC 3000,180,144.966260883,-37.8114331,"-37.8114331, 144.966260883"
2020,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cookie,"Unit S2, Level 1 252 Swanston Street MELBOURNE VIC 3000",300,144.965250406,-37.81199559,"-37.81199559, 144.965250406"
2020,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Rooftop Cinema & Bar,"Unit S15, Level 7 252 Swanston Street MELBOURNE VIC 3000",200,144.965250406,-37.81199559,"-37.81199559, 144.965250406"
2020,67,102199,102199,16-20 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),Euro House / Pulp Club,Ground 16-20 Corrs Lane MELBOURNE VIC 3000,200,144.968385413,-37.81112915,"-37.81112915, 144.968385413"
2020,67,105673,105673,103-105 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,145,144.969254113,-37.81049305,"-37.81049305, 144.969254113"
2020,67,105675,105675,113 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Seamstress,113 Lonsdale Street MELBOURNE VIC 3000,160,144.969011096,-37.81056538,"-37.81056538, 144.969011096"
2020,67,108581,108581,226-236 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Heartbreaker,234A Russell Street MELBOURNE VIC 3000,166,144.967644371,-37.81098272,"-37.81098272, 144.967644371"
2020,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Strike Bowling,245-247 Little Lonsdale Street MELBOURNE VIC 3000,370,144.965703405,-37.810658,"-37.810658, 144.965703405"
2020,77,108573,108573,270 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Whisky and Alement,Ground 270 Russell Street MELBOURNE VIC 3000,90,144.967159059,-37.81011116,"-37.81011116, 144.967159059"
2020,84,103207,103207,315-323 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),The Meeting Place,"Gnd, Bmt & Level 2 315-321 Elizabeth Street MELBOURNE VIC 3000",250,144.961458946,-37.81122144,"-37.81122144, 144.961458946"
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Party World Karaoke Bar,"Shop 301, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",500,144.963018945,-37.81073332,"-37.81073332, 144.963018945"
2020,85,109302,109302,281-287 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Bornga,Level 1 258 Lonsdale Street MELBOURNE VIC 3000,40,144.964359293,-37.81143223,"-37.81143223, 144.964359293"
2020,87,106059,106059,100 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gami Chicken and Beer,100 Little Lonsdale Street MELBOURNE VIC 3000,73,144.968719525,-37.80913624,"-37.80913624, 144.968719525"
2020,95,109314,109314,401-405 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Imix Club & Bar,Level 2 & Roof 401 Swanston Street MELBOURNE VIC 3000,360,144.96321702,-37.80904283,"-37.80904283, 144.96321702"
2020,97,105493,105493,52 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Karaoke Box,52 La Trobe Street MELBOURNE VIC 3000,300,144.967246503,-37.80828608,"-37.80828608, 144.967246503"
2020,103,100160,100160,196-200 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Nomads Melbourne,196-200 A'Beckett Street MELBOURNE VIC 3000,200,144.957444697,-37.80998494,"-37.80998494, 144.957444697"
2020,104,103219,103219,413-417 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Workshop,Level 1 413-417 Elizabeth Street MELBOURNE VIC 3000,230,144.960522624,-37.80918797,"-37.80918797, 144.960522624"
2020,131,108844,108844,Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008,Docklands,Crowne Plaza,Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008,60,144.955049397,-37.82268115,"-37.82268115, 144.955049397"
2020,207,106142,106142,291-299 Lygon Street CARLTON VIC 3053,Carlton,Johnny's Green Room,Rooftop 293 Lygon Street CARLTON VIC 3053,200,144.967041153,-37.79838828,"-37.79838828, 144.967041153"
2020,207,106153,106153,331-335 Lygon Street CARLTON VIC 3053,Carlton,Wolfs Lair,Rear 331-335 Lygon Street CARLTON VIC 3053,80,144.967177898,-37.79750821,"-37.79750821, 144.967177898"
2020,214,106186,106186,414-422 Lygon Street CARLTON VIC 3053,Carlton,Green Man's Arms,414-422 Lygon Street CARLTON VIC 3053,120,144.967812598,-37.79694555,"-37.79694555, 144.967812598"
2020,266,106081,106081,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,Carlton,The Curtin,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,283,144.9656988,-37.80619915,"-37.80619915, 144.9656988"
2020,268,108154,108153,Montefiore House Exhibition Mews 49 Rathdowne Street CARLTON VIC 3053,Carlton,Epocha Restaurant,Montefiore House Exhibition Mews 49 Rathdowne Street CARLTON VIC 3053,124,144.968594372,-37.80578725,"-37.80578725, 144.968594372"
2020,270,579293,104468,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,Parkville,University House Club,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,611,144.961258541,-37.79738769,"-37.79738769, 144.961258541"
2020,270,664626,104468,Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,Parkville,The Ida Bar,Part Level 1 Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,200,144.961258541,-37.79738769,"-37.79738769, 144.961258541"
2020,345,103393,103393,7 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Joe Taylor,7 Errol Street NORTH MELBOURNE VIC 3051,30,144.949012705,-37.80479755,"-37.80479755, 144.949012705"
2020,357,109822,109822,368 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Prudence Bar,368 Victoria Street NORTH MELBOURNE VIC 3051,80,144.954054838,-37.8054362,"-37.8054362, 144.954054838"
2020,358,109829,109829,Victoria Hotel 312-316 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Queen Victoria Hostel,Victoria Hotel 312-316 Victoria Street NORTH MELBOURNE VIC 3051,100,144.955705118,-37.80563237,"-37.80563237, 144.955705118"
2020,362,109843,109843,232-238 Victoria Street MELBOURNE VIC 3000,North Melbourne,The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE VIC 3000,180,144.958587542,-37.80593327,"-37.80593327, 144.958587542"
2020,423,109714,109714,345 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Benchwarmer,Ground 345 Victoria Street WEST MELBOURNE VIC 3003,90,144.94996155,-37.80546579,"-37.80546579, 144.94996155"
2020,441,108856,108856,Hotel Spencer 475-477 Spencer Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Hotel Spencer Bar & Grill,Ground 475 Spencer Street WEST MELBOURNE VIC 3003,150,144.949250318,-37.80956913,"-37.80956913, 144.949250318"
2020,508,100820,100820,38-44 Barrett Street KENSINGTON VIC 3031,Kensington,Henry St Brewhouse,"Unit 5, 38 Barrett Street KENSINGTON VIC 3031",75,144.934323842,-37.79811158,"-37.79811158, 144.934323842"
2020,658,110266,110266,MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,East Melbourne,Spotless Services,Part MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,2800,144.983282788,-37.81992883,"-37.81992883, 144.983282788"
2020,730,110401,110401,334-342 City Road SOUTHBANK VIC 3006,Southbank,Urban Central Accomodation/Bar334,Pt Ground & Levels 1-5 334-342 City Road SOUTHBANK VIC 3006,290,144.957353893,-37.82783816,"-37.82783816, 144.957353893"
2020,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Waterslide Bar,"Restaurant 3, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",200,144.966262299,-37.82066919,"-37.82066919, 144.966262299"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,R Bar by Rockpool,"Shop 3, Ground 8 Whiteman Street SOUTHBANK VIC 3006",555,144.958659766,-37.8231216,"-37.8231216, 144.958659766"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Groove Live Bar and Terrace,"Shop 71, Ground 8 Whiteman Street SOUTHBANK VIC 3006",600,144.958659766,-37.8231216,"-37.8231216, 144.958659766"
2020,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Lumia Bar,"Shop 73, Ground 8 Whiteman Street SOUTHBANK VIC 3006",140,144.958659766,-37.8231216,"-37.8231216, 144.958659766"
2020,804,623559,110484,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Pan Pacific,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,60,144.952378166,-37.82539976,"-37.82539976, 144.952378166"
2020,804,110537,110537,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF VIC 3006,1438,144.953499536,-37.82437522,"-37.82437522, 144.953499536"
2020,807,108054,108054,1-25 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mesh/Tonic Bar,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,300,144.959776722,-37.82385364,"-37.82385364, 144.959776722"
2020,813,110349,110349,1-23 City Road SOUTHBANK VIC 3006,Southbank,Testing Ground,1-23 City Road SOUTHBANK VIC 3006,500,144.967565268,-37.82140276,"-37.82140276, 144.967565268"
2020,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,245,144.981699565,-37.83431735,"-37.83431735, 144.981699565"
2020,1101,108973,108973,Southern Cross Station 85-161 Spencer Street DOCKLANDS VIC 3008,Docklands,Network Public Bar & Pizzeria,"Shop 4-5, Ground 99 Spencer Street DOCKLANDS VIC 3008",325,144.952339303,-37.81815358,"-37.81815358, 144.952339303"
2020,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Locker Room Club Bar,Part Ground 140 Harbour Esplanade DOCKLANDS VIC 3008,500,144.947577649,-37.81656592,"-37.81656592, 144.947577649"
2020,1104,576024,576023,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,The Nixon Hotel,749 Bourke Street DOCKLANDS VIC 3008,320,144.947975346,-37.81925128,"-37.81925128, 144.947975346"
2020,1105,628712,628712,717-731 Collins Street DOCKLANDS VIC 3008,Docklands,Bar Nicional,"Tenancy 47, Ground 727 Collins Street DOCKLANDS VIC 3008",75,144.950091316,-37.82068417,"-37.82068417, 144.950091316"
2020,1105,640970,640970,14-24 Batmans Hill Drive DOCKLANDS VIC 3008,Docklands,Hightail,"Tenancy 40, LwrGround 18 Batmans Hill Drive DOCKLANDS VIC 3008",900,144.949832514,-37.82131457,"-37.82131457, 144.949832514"
2020,2530,616160,616160,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,Kensington,The Quiet Man Irishman  Pub,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,400,144.932355877,-37.78860982,"-37.78860982, 144.932355877"
2021,6,578321,573333,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Icebar Melbourne,"Tenancy 15, Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",166,144.969917344,-37.81784448,"-37.81784448, 144.969917344"
2021,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transit Rooftop Bar,"Tenancy 29, Level 2 2 Swanston Street MELBOURNE VIC 3000",200,144.969917344,-37.81784448,"-37.81784448, 144.969917344"
2021,6,578327,573333,"Tenancy 18, Zinc 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Zinc at Federation Square,"Tenancy 18, Zinc 2 Swanston Street MELBOURNE VIC 3000",1000,144.969917344,-37.81784448,"-37.81784448, 144.969917344"
2021,11,103984,103984,566-580 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Ubar,8 Spencer Street MELBOURNE VIC 3000,128,144.955346461,-37.82072034,"-37.82072034, 144.955346461"
2021,11,108971,108971,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Holiday Inn Melbourne On Flinders,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,100,144.955152427,-37.82020482,"-37.82020482, 144.955152427"
2021,12,104824,104824,11A Highlander Lane MELBOURNE VIC 3000,Melbourne (CBD),Highlander Bar,11A Highlander Lane MELBOURNE VIC 3000,202,144.957970182,-37.81970334,"-37.81970334, 144.957970182"
2021,12,105401,105401,14-20 King Street MELBOURNE VIC 3000,Melbourne (CBD),Spearmint Rhino Gentlemen's Club,Gnd & Flr1 20 King Street MELBOURNE VIC 3000,660,144.957714841,-37.81977635,"-37.81977635, 144.957714841"
2021,14,103165,103165,1-5 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Dreams Gentlemen's Club,288 Flinders Street MELBOURNE VIC 3000,160,144.964607953,-37.81805666,"-37.81805666, 144.964607953"
2021,14,103172,103172,31-39 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),The Joint Bar,Level 1-2 35 Elizabeth Street MELBOURNE VIC 3000,329,144.964331578,-37.81741878,"-37.81741878, 144.964331578"
2021,14,103950,103950,335-339 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Bartronica,Basement 335 Flinders Lane MELBOURNE VIC 3000,200,144.963225812,-37.81784765,"-37.81784765, 144.963225812"
2021,15,103944,103944,Tomasetti House 277-279 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Mill House Bar,"Unit 1, Basement 277 Flinders Lane MELBOURNE VIC 3000",400,144.965297857,-37.81724201,"-37.81724201, 144.965297857"
2021,16,103938,103938,Adelphi Hotel 187 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Adelphi Hotel,Gnd-Lvl 7 187 Flinders Lane MELBOURNE VIC 3000,80,144.968375104,-37.81635789,"-37.81635789, 144.968375104"
2021,16,104020,104020,150-162 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Forum Theatre Bar,Part Ground 150-162 Flinders Street MELBOURNE VIC 3000,1500,144.969386562,-37.81648541,"-37.81648541, 144.969386562"
2021,17,103922,103922,95-101 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Garden State Hotel,95-101 Flinders Lane MELBOURNE VIC 3000,840,144.971103906,-37.81553247,"-37.81553247, 144.971103906"
2021,17,574438,574438,84-94 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Eau-De-Vie,Rear 88 Flinders Street MELBOURNE VIC 3000,150,144.971675651,-37.81587663,"-37.81587663, 144.971675651"
2021,21,606461,606461,607-623 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Batman's Hill On Collins,623 Collins Street MELBOURNE VIC 3000,1500,144.954690043,-37.81929312,"-37.81929312, 144.954690043"
2021,22,105394,105394,62-66 King Street MELBOURNE VIC 3000,Melbourne (CBD),KSR Art Bar,Level 1 62-66 King Street MELBOURNE VIC 3000,240,144.957140868,-37.81874063,"-37.81874063, 144.957140868"
2021,27,597183,102071,Grand Hyatt Melbourne Retail 121-131 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Spice Market,Part LwrGround 121-131 Collins Street MELBOURNE VIC 3000,800,144.969846693,-37.81516811,"-37.81516811, 144.969846693"
2021,33,100730,100730,The Melbourne Savage Club 12-16 Bank Place MELBOURNE VIC 3000,Melbourne (CBD),Melbourne Savage Club,The Melbourne Savage Club 12-16 Bank Place MELBOURNE VIC 3000,90,144.960576536,-37.81654467,"-37.81654467, 144.960576536"
2021,33,102124,102124,430-442 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Mug House,Part Ground 440 Collins Street MELBOURNE VIC 3000,80,144.959762303,-37.81703239,"-37.81703239, 144.959762303"
2021,33,105933,105933,425-427 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Irish Times,Gnd & Flr1 427 Little Collins Street MELBOURNE VIC 3000,170,144.960535403,-37.8162542,"-37.8162542, 144.960535403"
2021,33,108067,108067,103-105 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Chaise Lounge,Basement 105 Queen Street MELBOURNE VIC 3000,140,144.96084763,-37.81614776,"-37.81614776, 144.96084763"
2021,33,110148,110148,98-110 William Street MELBOURNE VIC 3000,Melbourne (CBD),The Australian Club Inc,98-110 William Street MELBOURNE VIC 3000,280,144.95912177,-37.81674543,"-37.81674543, 144.95912177"
2021,35,109271,109271,Century Building 125-133 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Max Watt's,Gnd & Bmt 125 Swanston Street MELBOURNE VIC 3000,800,144.96581017,-37.81472467,"-37.81472467, 144.96581017"
2021,36,102152,102152,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The George on Collins,"Shop B1, Basement 162 Collins Street MELBOURNE VIC 3000",620,144.967847569,-37.81450301,"-37.81450301, 144.967847569"
2021,37,709874,102161,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Next Hotel Melbourne,103 Little Collins Street MELBOURNE VIC 3000,321,144.970722631,-37.81360963,"-37.81360963, 144.970722631"
2021,43,101154,101154,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),RACV City Club / Royal Automobile Club Of Victoria (RACV) Limited,501 Bourke Street MELBOURNE VIC 3000,150,144.959592497,-37.81587957,"-37.81587957, 144.959592497"
2021,43,108068,108068,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),CitiClub On Queen Hotel,"Pt Gnd & Lvl 1, Level 2-7 113 Queen Street MELBOURNE VIC 3000",940,144.960636662,-37.81581152,"-37.81581152, 144.960636662"
2021,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",527,144.960540901,-37.81549904,"-37.81549904, 144.960540901"
2021,46,101133,101133,209-215 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Lychee Entertainment,Level 1-2 215 Bourke Street MELBOURNE VIC 3000,150,144.967299385,-37.81328093,"-37.81328093, 144.967299385"
2021,46,108537,108537,QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),QT Melbourne,"Basement , Gnd & Level 1-8 & 11 133 Russell Street MELBOURNE VIC 3000",885,144.967837464,-37.81342963,"-37.81342963, 144.967837464"
2021,46,111394,111394,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,Melbourne (CBD),Bar Ampere,16 Russell Place MELBOURNE VIC 3000,60,144.967427538,-37.81355434,"-37.81355434, 144.967427538"
2021,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Good Heavens,Level 2 79 Bourke Street MELBOURNE VIC 3000,400,144.971040446,-37.81217956,"-37.81217956, 144.971040446"
2021,48,106560,106560,12-18 Meyers Place MELBOURNE VIC 3000,Melbourne (CBD),Lily Blacks,"Shop 3, 12-18 Meyers Place MELBOURNE VIC 3000",95,144.972450972,-37.81221617,"-37.81221617, 144.972450972"
2021,51,108963,108963,672-696 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mail Exchange Hotel,Part Basement 688 Bourke Street MELBOURNE VIC 3000,600,144.953590199,-37.81663038,"-37.81663038, 144.953590199"
2021,53,101180,101180,Equity Chambers 472-478 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Douglas Club,472 Bourke Street MELBOURNE VIC 3000,70,144.959599813,-37.81486162,"-37.81486162, 144.959599813"
2021,54,104653,104653,21-25 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Campari House,21-25 Hardware Lane MELBOURNE VIC 3000,326,144.961314179,-37.81409153,"-37.81409153, 144.961314179"
2021,55,101194,101194,314-336 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mural Hall,Part Level 6 314-336 Bourke Street MELBOURNE VIC 3000,900,144.963829507,-37.81344503,"-37.81344503, 144.963829507"
2021,55,109284,109284,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Eva's Restaurant & Bar,Mezzanine 195 Swanston Street MELBOURNE VIC 3000,200,144.964999342,-37.81309229,"-37.81309229, 144.964999342"
2021,56,101206,101206,188 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Heros Rooftop Bar,Level 2 & Rooftop 188 Bourke Street MELBOURNE VIC 3000,302,144.967613919,-37.81269744,"-37.81269744, 144.967613919"
2021,56,101207,101207,184-186 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Stars KTV and Lounge,Level 1-4 184-186 Bourke Street MELBOURNE VIC 3000,204,144.967688837,-37.81267583,"-37.81267583, 144.967688837"
2021,56,108538,108538,163-169 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sky Lounge KTV,Level 1 163-165 Russell Street MELBOURNE VIC 3000,300,144.967647913,-37.81246709,"-37.81246709, 144.967647913"
2021,57,101212,101212,152-158 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ballers Clubhouse,Level 2-3 2 Coverlid Place MELBOURNE VIC 3000,1500,144.968535938,-37.8120612,"-37.8120612, 144.968535938"
2021,57,101214,101214,146-150 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),FM Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,100,144.968738686,-37.81235798,"-37.81235798, 144.968738686"
2021,57,101221,101221,94-96 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE VIC 3000,450,144.970248485,-37.81191058,"-37.81191058, 144.970248485"
2021,58,101238,101238,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Imperial Hotel,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,894,144.972676047,-37.8112003,"-37.8112003, 144.972676047"
2021,58,105828,105828,19-25 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mrs Parma's,19 Little Bourke Street MELBOURNE VIC 3000,300,144.971990295,-37.81074304,"-37.81074304, 144.971990295"
2021,58,105831,105831,47-55 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bodega Underground,"Shop 2, 47-55 Little Bourke Street MELBOURNE VIC 3000",60,144.971109237,-37.81101377,"-37.81101377, 144.971109237"
2021,61,105716,105716,597-603 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE VIC 3000,675,144.954491226,-37.81494075,"-37.81494075, 144.954491226"
2021,64,105704,105704,377-381 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Trapt Bar & Escape Rooms,"Unit 1, 377 Lonsdale Street MELBOURNE VIC 3000",331,144.961464811,-37.81291055,"-37.81291055, 144.961464811"
2021,65,105698,105698,269-321 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Fortress Melbourne,23 Caledonian Lane MELBOURNE VIC 3000,1000,144.96383862,-37.812452,"-37.812452, 144.96383862"
2021,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Penny Blue,2 Driver Lane MELBOURNE VIC 3000,85,144.963127603,-37.81292437,"-37.81292437, 144.963127603"
2021,66,105694,105694,233-237 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Mezcalito Agave Bar,235 Lonsdale Street MELBOURNE VIC 3000,100,144.965548057,-37.81158031,"-37.81158031, 144.965548057"
2021,66,105878,105878,242-244 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Shanghai Club,"Unit 1, Ground 242 Little Bourke Street MELBOURNE VIC 3000",209,144.965602986,-37.81213633,"-37.81213633, 144.965602986"
2021,66,108547,108547,199-203 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Exford Hotel,199-203 Russell Street MELBOURNE VIC 3000,300,144.967340558,-37.8117918,"-37.8117918, 144.967340558"
2021,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),The Toff In Town,"Unit S3-S4, Level 2 252 Swanston Street MELBOURNE VIC 3000",342,144.965250406,-37.81199559,"-37.81199559, 144.965250406"
